YEAR, ISSUE, TIMESTAMP, STORY, OUTLINE, 
1975,24,399,8," Уборка урожая зерновых в совхозе «Широкое». Бригадир механизаторов, Герой Социалистического Труда Н.Ходоковский и директор совхоза Д.Волков в поле. Комбайны в поле. ",
1975,24,455,9," Выставка в Государственном Эрмитаже картин из коллекции американского музея Метрополитен. Экспозиция выставки – картины: «Детство богоматери» Ф. де Сурбарана, «Дама с веером» Рембрандта, «Юдифь с головой Олоферна» Л. Кранаха-старшего, «Махи на балконе» Ф. Гойи, « У моря», «На лугу» Ренуара, «Балетный класс» Дега. Посетители осматривают картины. ",
1975,24,511,10," Пионерский лагерь «Артек». Пионеры у корпусов лагеря. Дети купаются в море, играют в спортивные игры, танцуют. Праздник «Нептуна». Парад пионеров и гостей лагеря в честь 50-летия «Артека». Первый секретарь ЦК ВЛКСМ Е.Тяжельников прикрепляет орден Дружбы народов к знамени лагеря.",
1975,25,20,1, Ново-Липецкий металлургический завод. Рекордный прокат металла на стане- 2000. Работает бригадир А.Кривец и члены его бригады. ,
1975,25,73,2, Подмосковный совхоз «Повадинский». Новые жилые дома. Вспашка осушенных земель. Заготовка кормов. ,
1975,25,139,3," Встреча депутатов Верховного Совета СССР с делегацией сенаторов США. Среди участников встречи - Председатели комиссий по иностранным делам Совета Союза и Совета Национальностей Верховного Совета СССР М.А.Суслов и Б.Н. Пономарев, американские сенаторы – Г.Хэмфри, Х.Скотт и другие. Выступает Председатель Совета Национальностей Верховного Совета СССР В.П.Рубен. ",
1975,25,191,4," Митинг в столице Мозамбика Мапуту, посвященный провозглашению новой африканской республики – Мозамбик. Поднятие государственного флага. Первый президент Мозамбика С.Машелл принимает поздравления. Торжественное собрание в Доме дружбы представителей общественности Москвы, посвященное провозглашению республики Мозамбик. Выступают - ответственный секретарь советского Комитета солидарности стран Азии и Африки Дзасохов и генеральный секретарь Организации солидарности народов Азии и Африки Юсеф-эс-Сибаи. ",
1975,25,270,5," Ходовые испытания теплохода-сухогруза «30-летие Победы», построенного на Ленинградском судостроительном заводе. Капитан теплохода В.Н.Кравцов в рубке. Члены команды у приборов. Машинное отделение. Теплоход в море. ",
1975,25,349,6, Сбор лепестков роз на Крымском нагорье. Изготовление розового масла на Алуштинском эфирномасличном заводе. ,
1975,25,389,7," 11-ые международные соревнования по ловле рыбы удочкой. Праздник рыболов в подмосковной Дубне. Стоят члены команд из разных стран. Рыболовы на берегу реки. Рыболовы меняют снасти, применяют подкормку. Выловленная рыба в садке. Награждение победителей. ",
1975,25,494,8, Съемки на киностудии «Ленфильм» первого советско-американского художественного фильма «Синяя птица». Американская актриса Э.Тейлор во время съемок. Исполнительница роли Синей птицы – балерина Н.Павлова. Актеру Г.Вицину поправляют грим.,
1975,26,20,1," Третья сессия Верховного Совета СССР девятого созыва. Совместное заседание Совета Союза и Совета Национальностей. Аплодируют делегаты в зале и члены президиума. Выступают – Председатель Совета Национальностей Верховного Совета СССР В.П.Рубен, заместитель Председателя Совета Министров СССР Н.А.Тихонов. ",
1975,26,98,2, Переговоры в Кремле Генерального секретаря ЦК КПСС Л.И.Брежнева с председателем Социал-демократической партии Германии В.Брандтом. ,
1975,26,129,3, Встреча в Кремле Генерального секретаря ЦК КПСС Л.И.Брежнева с делегацией сенаторов США во главе с Г.Хэмфри и Х.Скоттом. ,
1975,26,160,4, Беседа в Кремле Председателя Совета Министров СССР А.Н.Косыгина с премьер-министром Тринидада и Тобаго Вильямсом. ,
1975,26,191,5, Строительство Саяно-Шушенской ГЭС. Подготовительные работы к перекрытию Енисея - работает бригада плотников-бетонщиков. Бригадир В.Поздняков на стройке. Работают скалолазы. ,
1975,26,268,6," Жатва озимого ячменя в колхозе имени Гагарина Джанкойского района. Работают механизаторы – братья Садовские. Комбайны в поле, зерно сыплется в кузов грузовика. ",
1975,26,331,7, Н.В.Подгорный вручает орден Дружбы народов Председателю Государственного Совета Польши Г.Яблоньскому. ,
1975,26,362,8," 10-ая сессия постоянно действующей смешанной советско-французской комиссии по вопросам дальнейшего сотрудничества между СССР и Францией и выполнению соглашений, достигнутых на встрече Генерального секретаря ЦК КПСС Л.И.Брежнева с президентом Франции В.Ж. д’Эстеном. Встреча в Кремле Председателя Совета Министров СССР А.Н.Косыгина с французскими членами комиссии во главе с министром экономики и финансов Франции Фуркадом. Подписание протокола 10-ой сессии советско-французской комиссии. Протокол подписывают - заместитель Председателя Совета Министров СССР В.А.Кириллин и министр экономики Франции Фуркад. ",
1975,26,439,9," Собрание представителей общественности Москвы, посвященное месячнику солидарности с борьбой народа Кореи за вывод иностранных войск из Южной Кореи и объединение страны. На собрании выступают – заместитель Председателя Центрального правления общества советско-корейской дружбы, слесарь Антонов; посол КНДР в СССР Квон Хи Ген. ",
1975,26,486,10," Итальянская выставка в Государственной Эрмитаже, посвященная 500-летию со дня рождения Микеланджело. Торжественная церемония открытия экспозиции. Экспонаты выставки. Посетители. ",
1975,26,563,11, Финальные состязания в парусной регате Спартакиады народов СССР. Старт. Яхты в Балтийском море – разные планы.,
1975,27,20,1," Совместный советско-американский космический полет кораблей «Союз -19» и «Аполлон». Космонавты А.Леонов и В.Кубасов на трапе космического корабля «Союз-19». Старт корабля «Союз-19» с космодрома Байконур. Запуск космического корабля «Аполлон» с космодрома имени Кеннеди на мысе Каневерал (снято с экрана телевизора). Фотографии американских астронавтов: Д.Слейтона, Т.Стаффорда, В.Бранда. Газеты с сообщениями о полете кораблей «Союз» и «Аполлон». Пресс-конференция советских руководителей полетом в Московском пресс-центре. Экраны мониторов. Стыковка космических кораблей «Союз-19» и «Аполлон». Космонавты в космическом корабле. Приземление советских космонавтов после завершения полета. Приводнение в Тихом океане спускаемого аппарата космического корабля «Аполлон». ",
1975,27,164,2," Первая сессия Верховного Совета РСФСР девятого созыва. В президиуме аплодируют Л.И.Брежнев, А.Н.Косыгин, Н.В.Подгорный и другие члены правительства. Ю.В.Андропов среди членов президиума. Выступают депутаты. Секретарь ЦК КПСС М.А.Суслов выступает с предложением об избрании М.С.Соломенцева Председателем Совета Министров СССР. Делегаты в зале – разные планы. Член Политбюро ЦК КПСС А.Кириленко выступает с предложением об избрании М.Яснова Председателем Президиума Верховного Совета РСФСР. М.Яснов выступает с представлением членов президиума Верховного Совета РСФСР. М.С.Соломенцев выступает с предложением утвердить состав правительства РСФСР. Депутаты голосуют. ",
1975,27,286,3," Город Ленинград – репортаж. Герой Социалистического Труда бригадир Ленинградского металлического завода В.Чичеров и члены его бригады: В.Гущин, Н.Никифоров, В.Ярем и В.Шульга пьют чай в домашней обстановке. В.Чичеров и члены его бригады на заводе обсуждают новые социалистические обязательства. Работают члены бригады В.Чичерова. В.Чичеров беседует с конструкторами завода. ",
1975,27,353,4," Международный научный симпозиум «Роль ученых и их организаций в борьбе за разоружение». Секретарь ЦК КПСС Б.Н.Пономарев зачитывает приветствие Л.И.Брежнева к участникам встречи. На симпозиуме выступают – президент Всемирной федерации научных работников Гуроп, Генеральный секретарь Всемирного Совета мира Р.Чандра и другие ораторы. ",
1975,27,397,5," Девятый Московский Международный кинофестиваль. Гостиница «Россия», украшенная флагами стран –участниц кинофестиваля. Эмблема кинофестиваля. Проходят участники фестиваля. Церемония открытия фестиваля в Кремлевском Дворце съездов. Выступает Председатель Госкино СССР Ф.Т.Ермаш. Кинотеатр «Россия». Афиши фильмов. Д.Ольбрыхский дает автографы. Участники кинофестиваля на киностудии «Мосфильм». Чаепитие у самовара. Гости фестиваля на съемочной площадке фильма «Тиль Уленшпигель». Актер Е.Леонов в костюме Ламме Гудзака. Заседание жюри художественных, короткометражных и детских фестиваля. Среди членов жюри – С.Ростоцкий, М.Каюмов, Р.Кармен. Писатель С.Михалков среди пионеров. С.Михалков вручает золотую медаль французскому режиссеру Ж.Тати за фильм «Парад». Кинорежиссер Р.Кармен вручает призы венгерским и итальянским документалистам. Золотые призы фестиваля получают - японский режиссер А.Куросава за фильм «Дерсу Узала»; польский режиссер А.Вайда за фильм «Земля обетованная»; итальянский режиссер Э.Скола за фильм «Мы так любили друг друга».",
1975,28,20,1," Церемония награждения писателя М.А.Шолохова орденом Ленина. Председатель Президиума Верховного Совета СССР Н.В.Подгорный зачитывает указ о награждении, вручает орден, поздравляет, целует М.Шолохова. На церемонии присутствуют писатели: Н.Тихонов, С.Михалков и другие. ",
1975,28,78,2, Строительство на КАМАЗе второй трубы теплоэлектроцентрали. Работают монтажники-высотники. ,
1975,28,122,3," Рудник Белоусовский в Восточном Казахстане. Бригадир шахтеров М.Сагайдак и члены его бригады работают в забое. Торжественный митинг, посвященный выполнению бригадой М.Сагайдака социалистических обязательств. ",
1975,28,181,4," Торжественное собрание представителей трудящихся Москвы, посвященное 31-ой годовщине образования Польской Народной республики. В президиуме – секретарь ЦК КПСС А.Кириленко, государственные и общественные деятели. На собрании выступают – министр СССР, член Центрального правления Общества советско-польской дружбы Братченко; глава делегации общества польско-советской дружбы Р.Гуйчек. ",
1975,28,239,5, Прокладка путей железной дороги Термез-Курган-Тюбе-Яван. Работает бригадир путеукладчиков В.Емельянов и члены его бригады. Вашхский азотно-туковый завод. Мешки с минеральными удобрения на транспортере. Транспортировка по новой железной дороге цистерн с карбамидом. ,
1975,28,327,6," Торжественное собрание трудящихся Москвы, посвященное Дню национального восстания на Кубе. В президиуме заседания – член Политбюро ЦК КПСС А.Я.Пельше и другие официальные лица. Выступают – первый секретарь ЦК ВЛКСМ Е.Тяжельников, руководитель кубинской делегации Э.Эрера. ",
1975,28,386,7," 2-ые Международные соревнования механизаторов-пахарей. Участникам соревнований преподносят хлеб-соль. Поднятие флага соревнований. Различные фрагменты состязаний пахарей. Члены жюри проводят замеры вспаханных борозд. Проходят члены команд-победителей: СССР, Чехословакии, ГДР. ",
1975,28,488,8, Переброска полевой сейсмической станции в район возможного извержения вулкана на Камчатке. Сотрудники Камчатского института вулканологии у приборов. Извержение вулкана Толбачик. ,
1975,28,546,9," Континентальный финал личного первенства мира по спидвею в Ленинграде. Гонки на гаревой дорожке. Падает один из участников соревнований. Победители соревнований на пьедестале почета, вручение медалей.",
1975,29,20,1," Дворец ""Финляндия"" в Хельсинки. Проходят участники Совещания по безопасности и сотрудничеству в Европе. Президент Финляндии У.Кекконен выступает на первом заседании Совещания. Выступают - Генеральный секретарь ООН К.Вальдхайм и главы зарубежных делегаций. Выступает глава советской делегации Генеральный секретарь ЦК КПСС Л.И.Брежнев (синхронно). Главы делегаций, в том числе Л.И.Брежнев, подписывают заключительный Акт. Снимают кино и фотокорреспонденты. ",
1975,29,163,2, Обсуждение итогов Совещания в Хельсинки на предприятиях страны. Работницы ткацкой фабрики и строители читают газету «Правда» с опубликованными итогами Совещания в Хельсинки. Рабочие читают газету. Выступает ткачиха Л.Трощенкова (синхронно). Митинги на различных предприятиях. ,
1975,29,271,3," Встреча на подмосковном аэродроме космонавтов П.Климука и В.Севастьянова, после завершения долгосрочного полета на борту космической станции «Салют-4». Космонавты обнимаются, целуются с родными и близкими. П.Климук и В.Севастьянов возлагают цветы к памятнику Ю.Гагарину в Звездном городке. ",
1975,29,343,4, Серийный выпуск новых тракторов «К-701» на Ленинградском объединении «Кировский завод». Испытания в полевых условиях тракторов «К-701». ,
1975,29,397,5, Председатель Государственного Совета Польской Народной республики Г.Яблоньский вручает Председателю Президиума Верховного Совета СССР Н.В.Подгорному польский орден «Заслуги с большой лентой». ,
1975,29,433,6, Владимирский совхоз-техникум. Учащиеся на занятиях в поле во время летней практики. Абитуриенты Владимирского сельского хозяйственного техникума на вступительных экзаменах. Уборка урожая зерновых на полях совхоза. ,
1975,29,522,7, День Военно-Морского флота СССР. Парад моряков и кораблей. Военно-спортивный праздник.,
1975,30,20,1," Встреча в Кремле депутатов Верховного Совета СССР с членами делегации Палаты представителей Конгресса США. На встрече выступают – Председатель Совета Национальностей Верховного Совета СССР В.Рубен, Председатель комиссии по иностранным делам Верховного Совета СССР Б.Н.Пономарев, глава делегации США Альберт. ",
1975,30,74,2, Московская Международная выставка по ирригации и дренажу. Посетители осматривают экспонаты. Советская техника на выставке. 9-ый Международный конгресс по ирригации и дренажу. Участники конгресса в зале заседаний Кремлевского Дворца съездов. Среди членов президиума – министр сельского хозяйства СССР Д.С.Полянский. Выступает министр мелиорации и водного хозяйства СССР Алексеевский. ,
1975,30,234,3," Балаковский комбинат химического волокна в Саратовской области. Прядильные машины. Работает ударник труда, прядильщица О.Солопова. Начальник комплекта В.Буланов и сотрудники комбината поздравляют О.Солопову с досрочным выполнением годового плана  Работает В.Буланов, выступивший с трудовым почином – два годовых плана за один год. Работают крутильщицы комбината. ",
1975,30,359,4," Собрание в Колонном зале Дома Союзов передовиков и новаторов Москвы, посвященное повышению трудовых показателей в честь 25-го съезда КПСС. На собрании выступают – передовики производства, секретарь МГК КПСС Борисов. ",
1975,30,413,5," Участники интернационального строительного отряда сидят у костра, поют под гитару песню «Катюша» (синхронно). Интервью участника отряда – кипрского студента (синхронно). Участники отряда проходят по тайге, строят подъездные пути, укладывают дренажные трубы на одном из участков Байкало-Амурской магистрали. ",
1975,30,484,6, Разведение верблюдов в колхозе имени Кирова Оренбургской области. Стадо верблюдов в степи. Председатель колхоза осматривает верблюдов. Использование верблюдов в полевых работах. ,
1975,30,573,7, Гастроли в Москве аргентинского ансамбля «Эсперанса». Фрагменты концертных номеров (синхронно).,
1975,31,20,1, Встреча в Крыму Генерального секретаря ЦК КПСС Л.И.Брежнева с делегацией Палаты представителей Конгресса США во главе со спикером палаты К.Альбертом. Участники встречи в парке; за столом переговоров. ,
1975,31,66,2," Кузнечный цех Горьковского автозавода. Работают кузнецы. Знатный стахановец завода, бывший кузнец А.Х.Бусыгин в цехе завода среди молодых рабочих. Кинохроника 1935 года:  Работает кузнец А.Бусыгин. Переходящий приз имени Бусыгина. Бригадир Д.Карцев и члены его бригады беседуют с А.Бусыгиным. Работают кузнецы бригады Д.Карцева. ",
1975,31,221,3," Ташкентское швейное объединение «Имени 50-летия Узбекской ССР». Работают швеи-мотористки – пошив мужских костюмов. Работает мастер-гладильщица В.Умарова. Работает ударник труда, швея В.Шакаримова. Интервью В.Шакаримовой (синхронно). ",
1975,31,314,4, Международная выставка «Инрыбпром-75» в Ленинграде. Экспонаты выставки - рыболовецкие суда; сетевязальная машина; оборудование для обработки морепродуктов. Посетители выставки ловят рыбу в специальном водоеме. ,
1975,31,376,5, Теоретические и практические экзамены молодых медиков на кафедре госпитальной терапии в Московском стоматологическом институте имени Семашко и в 36-ой городской больнице. ,
1975,31,407,6, Новая гостиница «Чегет» в Приэльбрусье. Туристы в горах. Фуникулер. Строительство новой канатной дороги. ,
1975,31,484,7," Репетиция хора имени Пятницкого. Художественный руководитель хора композитор В.Левашов проводит репетицию песни «Неизвестный солдат», поет солистка хора В.Захарова (синхронно). Солист хора Н.Олейник исполняет песню В.Левашова «Над Окою короткие ночи…» (синхронно), за роялем – В.Левашов. ",
1975,31,546,8, Вручение Кубка СССР по футболу команде «Арарат» (Ереван). Моменты финального матча между командами «Заря (Ворошиловград) и «Арарат» (Ереван). Счет матча 2:1 в пользу команды «Арарат». Скандируют болельщики на трибунах.,
1975,32,20,1, Встреча и беседа в Кремле Председателя Совета Министров СССР А.Н.Косыгина с премьер-министром Румынии М.Мэнеску. ,
1975,32,53,2," Торжественное открытие выставки «Румыния сегодня». А.Н.Косыгин и М.Мэнеску разрезают ленточку. Члены правительственных делегаций СССР и Румынии осматривают выставку. Экспонаты выставки – счетно-вычислительная техника, мебель и др. ",
1975,32,136,3, Церемония награждения советских космонавтов. Председатель Президиума Верховного Совета СССР Н.В.Подгорный вручает ордена Ленина и медали Золотая Звезда - космонавтам: А.Леонову и В.Кубасову за успешное выполнение полета на корабле «Союз-19» совместно с кораблем США «Аполлон»; космонавтам П.Климуку и В.Севастьянову за успешное осуществление длительного полета на орбитальной станции «Салют-4». ,
1975,32,186,4," Станкостроительный завод имени Дзержинского в Каунасе. Медали и дипломы завода, полученные на международных выставках. Производство точных приборов и станков на предприятии. ",
1975,32,253,5, Подмосковный многоотраслевой колхоз имени Кирова. Заседание правления колхоза. Выращивание гвоздик в теплицах. Молочная ферма колхоза  Председатель колхоза Д.Сторожев на заседании правления по вопросу заготовки кормов. Разведение норок на звероферме колхоза. ,
1975,32,369,6, Группа врачей осматривает пациента с больным сердцем. Академик Б.В.Петровский демонстрирует на заседании ученого совета кардиостимулятор с атомным источником питания. Уникальная операция по установке больному атомного кардиостимулятора. Ученые рассматривают рентгеновские снимки. Академик Б.Петровский и врачи беседуют с прооперированным пациентом. ,
1975,32,469,7, Дипломные выступления выпускников Московского Государственного циркового училища. Смотрят члены комиссии и ветераны циркового искусства. Народные артисты СССР М.Румянцев (клоун Карандаш) и Ю.Никулин поздравляют выпускников училища.,
1975,33,20,1, Празднования Дня шахтера и 40-летия Стахановского движения. Играет духовой оркестр. Проходят шахтеры. Кинохроника 1935г.:  В забое работает А.Стаханов. Уголь на транспортере. Участники митинга поздравляют А.Стаханова с трудовым рекордом. Шахта «Красный партизан». Герой Социалистического Труда бригадир шахтеров В.Мурзенко в административном здании шахты. Члены бригады В.Мурзенко работают в забое. ,
1975,33,153,2," Кинохроника 1945 года:  Советские танки на Дальнем Востоке. Жители Китая и Кореи приветствуют советских воинов-освободителей. Встреча в Доме союзов ветеранов Великой Отечественной войны, участников боев на Дальнем Востоке, советских и монгольских военачальников. Торжественное собрание в Доме Союзов, посвященное 30-летию разгрома милитаристской Японии. На собрании выступает бывший начальник Главного штаба командования советских войск на Дальнем Востоке, генерал армии Иванов. Разные планы слушающих и аплодирующих в зале. ",
1975,33,253,3," Подписание долгосрочного соглашения между СССР и Данией о развитии экономического, промышленного и научно-технического сотрудничества. Соглашения подписывают - министр внешней торговли СССР Патоличев и министр по внешнеэкономическим связям Дании. ",
1975,33,286,4, Церемония передачи послом Финляндии в СССР первому заместителю министра иностранных дел СССР В.Кузнецову заверенной копии подписанного в Хельсинки заключительного Акта Совещания по безопасности и сотрудничеству в Европе. ,
1975,33,308,5," Международная выставка «Книга-75» в Москве. Книги А.С.Пушкина и М.Шолохова, изданные на иностранных языках; книги о космосе, сказки, политическая литература на русском и иностранных языках; книга с речью Л.И.Брежнева «Великий подвиг советского народа». Посетители у стендов выставки. ",
1975,33,353,6," Пастбища Восточного Казахстана. Пасутся табуны лошадей. Доярки совхоза «Обуховский» доят кобылиц. Изготовление кумыса на молокозаводе. Бутылки с кумысом на конвейере. Разные планы людей, пьющих кумыс. Крупные планы лошадей. Ребята верхом на лошадях переправляются через речную протоку. ",
1975,33,453,7, Гнездовья перелетных птиц на островах в Баренцевом море. Сотрудники Кандалакшского заповедника ведут наблюдения за «птичьими базарами». Орнитологи проводят кольцевание птиц. ,
1975,33,497,8," Первое сентября. Школьники разного возраста с цветами идут в школу. Учащиеся и преподаватели во дворе новой школы в Гагаринском районе Москвы. Первоклассники читают стихотворения (синхронно). Старшеклассница звонит в колокольчик, учащиеся с цветами проходят в здание школы. Первоклассники в классе садятся за парты, рассматривают буквари. Учительница ведет урок в первом классе. Крупные планы детских лиц. Школьники поднимают руки.",
1975,34,20,1," Торжественная церемония пуска первой очереди Светогорского целлюлозно-бумажного комбината, построенного совместно с Финляндией. Председатель Совета Министров СССР А.Н.Косыгин и президент Финляндии У.Кекконен прибывают на церемонию открытия; осматривают комбинат. Пульты управления, производственные цеха. А.Н.Косыгин и У.Кекконен выступают на митинге, принимают участие в закладке памятной капсулы на месте строительства второй очереди комбината. ",
1975,34,104,2," Международная встреча женщин в Минске. Встреча на железнодорожном вокзале участниц встречи. На заседании выступают - первый секретарь ЦК Компартии Белоруссии П.Машеров, Председатель советского комитета женщин В.Николаева-Терешкова, вице-президент Международной Демократической федерации женщин М.К.Вайян-Кутюрье, генеральный секретарь ЦК Коммунистической молодежи Чили Г.Марин. ",
1975,34,172,3," Кинохроника 1930-ых гг.:  Работают ткачихи-стахановки Мария и Евдокия Виноградовы. Группа ткачих-передовиков производства Вичугской прядильно-ткацкой фабрики фотографируется у Стенда трудовой славы. Работают ткачихи З.Иванова, В.В.Кормилицына, Т.А.Владимирова. Здание Тираспольского хлопчатобумажного комбината. Работают ткачихи и прядильщицы комбината. ",
1975,34,307,4," Собрание представителей общественности Москвы, посвященное годовщине победы коалиции Народного единства Чили на президентских выборах 1970 года и памяти президента С.Альенде. На собрании выступают – секретарь МГК КПСС Рожков, представители чилийской общественности и другие ораторы. ",
1975,34,358,5, Уборка урожая зерновых в колхозе имени Ванеева Ермаковского района Красноярского края. Использование уборочной техники крупногрупповым методом. Зерно сыплется в кузов грузовика. Машины с зерном проезжают по шоссе. ,
1975,34,442,6," Возвращение в Одесский порт кораблей научной экспедиции, обеспечивавших полет космического комплекса «Салют-4» и «Союз-18» и совместный полет кораблей «Союз-19» и «Аполлон». Среди встречающих - мать первого космонавта Ю.Гагарина Анна Тимофеевна Гагарина. Капитан турбохода «Юрий Гагарин» отдает рапорт. ",
1975,34,510,7, Сольный концерт народной артистки СССР певицы Л.Зыкиной. Л.Зыкина исполняет песню «Вербы» (синхронно). ,
1975,34,560,8, 30-ое первенство СССР по хоккею на стадионе имени Ленина. Фрагменты матча московских команд «Спартак» и «Динамо». Счет матча 8:2 в пользу команды «Спартак».,
1975,35,20,1," 30-ая годовщина Демократической Республики Вьетнам. Репортаж по улицам Ханоя. Торжественное заседание, посвященное годовщине ДРВ. Выступают - первый секретарь ЦК Партии трудящихся Вьетнама Ле Зуан, Председатель Совета Министров РСФСР М.С.Соломенцев,  Военный парад и праздничная демонстрация трудящихся в Ханое. ",
1975,35,113,2, Открытие в Колонном зале Дома Союзов СССР месячника советско-вьетнамской дружбы. В президиуме – члены советского правительства и вьетнамские гости. На собрании выступают – заместитель Председателя Президиума Верховного Совета СССР Холов и глава делегации ДРВ министр Хаке Тан. ,
1975,35,176,3, Сборка часов на 2-ом Московском часовом заводе. Работает ударник коммунистического труда Н.Горбачева. Н.Горбачева рассказывает о новых социалистических обязательствах на заводе (синхронно). Модели часов со знаком качества. ,
1975,35,253,4, Буровые вышки в Каспийском море. Нефтяники используют новый метод добычи нефти – плавучее буровое основание. ,
1975,35,300,5," 8-ой Международный конгресс по защите растений. Выступают – министр сельского хозяйства СССР Д.Полянский, участники конгресса. ",
1975,35,347,6, Уборка кукурузы в колхозе имени Можайского Винницкой области. ,
1975,35,378,7, Открытие первой очереди метро в Харькове. Вход в метро; пассажиры на станции в вагоне поезда. ,
1975,35,424,8," Новое пассажирское судно «Отдых» - двухкорпусный четырехпалубный катамаран, построенный Горьковскими судостроителями. Судно на реке. Капитанская рубка. Пассажиры на палубе. Ресторан. Судно причаливает к берегу, пассажиры по трапу сходят на берег. ",
